"","Barri","Any","all","violence","property_vh","property_personal","damage","other","TOTAL.x","all_rate","violence_rate","property_vh_rate","property_personal_rate","damage_rate","other_rate","sample.r","TOTAL.y","violence.r","violence.r.w","violence.r.wo","property_personal.r","property_personal.r.w","property_personal.r.wo","property_vh.r","property_vh.r.w","property_vh.r.wo","damage.r","damage.r.w","damage.r.wo","sample.f","violence.f","violence.f.w","violence.f.w2","violence.f.wo","property_personal.f","property_personal.f.w","property_personal.f.w2","property_personal.f.wo","property_vh.f","property_vh.f.w","property_vh.f.w2","property_vh.f.wo","sample.p","violence.p","violence.p.w","violence.p.w2","violence.p.wo","property_personal.p","property_personal.p.w","property_personal.p.w2","property_personal.p.wo","property_vh.p","property_vh.p.w","property_vh.p.w2","property_vh.p.wo"
"83","vallcarca i els penitents","2017-18",1065,87.5,130.5,657.5,105.5,84,15902,66.9727078354924,5.50245252169538,8.20651490378569,41.347000377311,6.63438561187272,5.28235442082757,84,15902,4,55.3449900985915,3.85622753584467,17,205.456745814494,14.3154413655782,16,194.801231204164,13.5730058031948,NA,NA,NA,10,2,230.497425370961,73.3669970031453,17.6251001604519,1,115.24871268548,36.6834985015726,8.81255008022593,3,345.746138056441,110.050495504718,26.4376502406778,1,0,0,0,0,0,0,0,0,1,12.7033840452026,6.35169202260132,0.885123283358704
"84","vallcarca i els penitents","2019-20",1033.81948424069,105.650429799427,107.540114613181,612.021489971347,111.498567335244,97.10888252149,15902,65.0119157490056,6.64384541563495,6.76267856956235,38.4870764665669,7.01160654856267,6.10670874867878,45,15902,5,110.88857520728,4.60287193066737,27,580.028612301052,24.0763975328739,10,207.312291498532,8.60532228534106,NA,NA,NA,8,1,157.72918339533,57.7974558040758,7.73590528263219,2,315.458366790661,115.594911608152,15.4718105652644,4,630.916733581322,231.189823216303,30.9436211305288,2,1,18.7386360888226,18.7386360888226,1.09905146548264,1,23.7539716257175,23.7539716257175,1.62889144407851,0,0,0,0
"85","el coll","2015-16",248.5,40,31,121.5,36,20,7518,33.0540037243948,5.32056397978186,4.12343708433094,16.1612130885874,4.78850758180367,2.66028198989093,42,7518,4,94.1560290701369,3.14859795657892,9,234.656683336871,7.84697019350397,1,19.3946248619102,0.648560446016019,NA,NA,NA,2,1,63.9621197966778,25.534761198679,1.68048972801617,1,63.9621197966778,25.534761198679,1.68048972801617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","el coll","2017-18",243.5,38,28,120.5,40,17,7518,32.388933226922,5.05453578079276,3.7243947858473,16.0281989890928,5.32056397978186,2.26123969140729,53,7518,12,228.206353405203,9.94468497342844,14,231.572923504378,10.0913920154441,7,114.117755534519,4.9729777972064,NA,NA,NA,5,1,102.577751532326,32.6809268772907,3.9468705816322,0,0,0,0,3,307.733254596978,98.0427806318719,11.8406117448966,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","el coll","2019-20",295.803724928367,50.9856733524355,56.4441260744986,117.177650429799,48.1919770773639,23.0042979942693,7518,39.3460660984792,6.7818134280973,7.50786460155607,15.5862796528065,6.41021243380738,3.05989598221194,19,7518,6,299.083947362232,5.71441184652589,2,106.604749880207,2.03683096663686,7,398.135860301009,7.60693543299863,NA,NA,NA,8,4,1657.64268913532,484.783603132862,32.4452307863843,0,0,0,0,2,828.82134456766,242.391801566431,16.2226153931921,5,3,112.658873927316,37.5529579757719,2.1525033672463,0,0,0,0,1,119.32504608812,59.6625230440598,2.27986979230067
"88","la salut","2015-16",996.5,92.5,63,737,60,44,13431,74.1940287394833,6.8870523415978,4.69064105427742,54.8730548730549,4.46727719454992,3.27600327600328,72,13431,2,22.1260423392139,1.49130667130398,11,163.150491634687,10.9964273262788,19,330.679180744438,22.2879474216461,NA,NA,NA,16,2,608.198620167909,313.647804285969,39.9259154740615,2,608.198620167909,313.647804285969,39.9259154740615,9,2736.89379075559,1411.41511928686,179.666619633277,4,0,0,0,0,1,18.4624058757074,9.23120293785369,0.987209758056036,2,64.3965823614794,48.2974367711095,4.34036288155555
"89","la salut","2017-18",1197,75,101,921.5,62,37.5,13431,89.1221800312709,5.5840964931874,7.5199166108257,68.6099322462959,4.61618643436825,2.7920482465937,87,13431,8,82.4620889087818,5.51616156709639,36,352.238471883371,23.5623951171687,18,208.596806076139,13.9537295249589,NA,NA,NA,17,3,632.013985290426,351.909378420037,43.3248857232511,6,1264.02797058085,703.818756840074,86.6497714465022,6,1264.02797058085,703.818756840074,86.6497714465022,3,0,0,0,0,1,16.3623713240242,16.3623713240242,1.25134018575893,2,25.3924730802151,25.3924730802151,1.69858641652352
"90","la salut","2019-20",1058.14183381089,88.3982808022923,158.121776504298,668.664756446991,101.315186246418,41.6418338108883,13431,78.7835480463769,6.58166039775834,11.7728967689895,49.7851802879154,7.54338368300338,3.10042690871032,59,13431,12,212.422916156964,10.8410434574596,30,562.106270686814,28.68719918958,18,292.020886926623,14.9033408585641,NA,NA,NA,16,3,983.640195276118,304.541763168811,48.0512375684744,3,983.640195276118,304.541763168811,48.0512375684744,6,1967.28039055224,609.083526337623,96.1024751369488,4,1,13.6126787999245,6.80633939996227,0.694725621473785,0,0,0,0,3,48.6637316005102,48.6637316005102,2.48356269006989
"91","la vila de gràcia","2015-16",3811.5,430.5,218,2659.5,253,250.5,50803,75.0250969430939,8.4739090211208,4.2910851721355,52.3492707123595,4.98002086490955,4.93081117256855,252,50803,14,47.9268196094152,9.69350336643614,68,238.642570579809,48.2669741105857,43,171.955861085861,34.7791639816377,NA,NA,NA,68,4,1285.19250709327,584.360266329237,271.610876256817,23,7389.8569157863,3360.07153139311,1561.7625384767,38,12209.3288173861,5551.42253012775,2580.30332443976,16,1,3.20662595627071,3.20662595627071,0.648560446016019,8,48.8087548311391,43.9540343750206,10.2446363775337,7,25.356035756813,22.9418067413242,5.26424117505657
"92","la vila de gràcia","2017-18",4886,370.5,253,3781,286.5,195,50803,96.1754227112572,7.29287640493672,4.98002086490955,74.4247386965337,5.639430742279,3.83835600259827,293,50803,61,212.22720169366,51.0345033125856,80,269.408551490907,64.7849639621024,69,232.514191651726,55.9129375941239,NA,NA,NA,99,21,6742.99842825111,2737.57819185689,1676.24458550651,39,12522.7113667521,5084.07378487709,3113.0256587978,13,4174.23712225069,1694.6912616257,1037.67521959927,20,4,12.2956224152938,10.441893872873,3.02892636321621,8,29.4045681041136,25.929914304324,7.28088830386375,2,7.72698628368386,5.77674226308261,1.85811669731283
"93","la vila de gràcia","2019-20",3888.78080229226,378.624641833811,327.147564469914,2656.77650429799,273.886819484241,252.345272206304,50803,76.5462827449612,7.45280085494579,6.43953239906923,52.2956617581244,5.39115444923018,4.96713328359159,168,50803,37,207.837696410424,32.4358071139458,59,379.497976903786,59.2256524758447,34,244.646325452187,38.1802779791817,NA,NA,NA,63,8,2839.53563145466,1259.74824888854,492.023785978854,35,12422.9683876141,5511.39858888735,2152.60406365749,11,3904.36149325016,1732.15384222174,676.532705720924,15,1,4.54020531893904,4.54020531893904,1.09480716104277,10,69.9990981501358,52.6231262512157,11.3391988862708,4,25.9504951402557,25.9504951402557,4.40303525769895
"94","el camp d'en grassot i gràcia nova","2015-16",1581.5,185,146.5,992,170.5,87.5,35199,44.9302537003892,5.25583113156624,4.16205005824029,28.1826188243984,4.84388761044348,2.48586607574079,178,35199,27,146.594437916891,21.5781569994754,50,257.378278904996,37.8851270852129,33,209.534755465744,30.8427380638398,NA,NA,NA,29,8,1252.79899848769,660.539548562462,183.835121728425,6,939.59924886577,495.404661421846,137.876341296318,15,2348.99812216443,1238.51165355462,344.690853240796,7,1,5.22671425355311,1.7422380845177,0.76935293287529,1,6.68028705716836,3.34014352858418,1.07216198583323,5,21.4087733621064,17.0026809399798,3.15129195444386
"95","el camp d'en grassot i gràcia nova","2017-18",1709,179,160.5,1132,160,77.5,35199,48.5525156964687,5.08537174351544,4.55978863035882,32.1600045455837,4.54558368135458,2.20176709565613,228,35199,29,140.551232300483,26.781393630046,61,261.537911731889,49.8348513109965,37,146.996288139206,28.0094695035855,NA,NA,NA,30,3,468.45149469033,187.662804469284,85.2075245479851,8,1249.20398584088,500.434145251423,227.220065461294,7,1093.05348761077,437.879877094995,198.817557278632,6,0,0,0,0,1,5.34997109161411,5.34997109161411,1.02130156571631,4,19.784831004946,19.784831004946,3.82120074277054
"96","el camp d'en grassot i gràcia nova","2019-20",1724.89398280802,184.78223495702,147.636103151862,1154.16189111748,152.4111747851,85.9025787965616,35199,49.0040621269929,5.24964444890537,4.1943266329118,32.789621611906,4.32998593099521,2.44048350227454,180,35199,43,289.346048816945,48.3415597675764,83,516.209949036297,86.2441156739041,43,269.966944843273,45.1038583480626,NA,NA,NA,23,5,826.543117231506,289.697453753777,126.044124656307,8,1322.46898757041,463.515926006043,201.670599450091,6,991.851740677807,347.636944504532,151.252949587568,8,2,13.3548958818613,10.0673798410011,2.13072810385817,2,12.2032789260531,9.53653067211654,2.0388235470166,3,19.2503789602701,19.2503789602701,3.12788603866172
"97","el baix guinardó","2015-16",1176,163.5,97.5,701,127,87,25990,45.24817237399,6.29088110811851,3.75144286263948,26.9719122739515,4.8864948056945,3.34744132358599,109,25990,11,90.1367199719527,10.9315792467567,24,221.77742610681,26.8966688535228,29,249.77372538964,30.2919972426788,NA,NA,NA,26,3,712.122360699651,418.916090449395,81.6325724508407,4,949.496480932868,558.554787265861,108.843429934454,18,4272.73416419791,2513.49654269637,489.795434705044,3,0,0,0,0,1,6.28068107034073,6.28068107034073,0.682620852491612,2,20.4797572936462,20.4797572936462,2.48373903420825
"98","el baix guinardó","2017-18",1215.5,149.5,102.5,788.5,113.5,61.5,25990,46.7679876875721,5.75221238938053,3.94382454790304,30.3385917660639,4.36706425548288,2.36629472874182,109,25990,10,104.944247864033,11.7464688548601,35,298.086085634168,33.3649436937738,25,269.836408927988,30.2029414464573,NA,NA,NA,14,0,0,0,0,2,239.637743442619,82.2972594318174,26.8235809061647,1,119.81887172131,41.1486297159087,13.4117904530823,5,0,0,0,0,0,0,0,0,1,7.51390218584941,3.75695109292471,0.841035309709381
"99","el baix guinardó","2019-20",1342.58595988539,165.232091690544,121.04441260745,822.106017191977,144.571633237822,89.6318051575931,25990,51.6577899147898,6.3575256518101,4.65734561783185,31.6316282105416,5.5625868887196,3.44870354588662,85,25990,21,242.991643887451,21.6474944798246,44,471.194133009098,41.9774615705085,19,232.476801750768,20.7107545019861,NA,NA,NA,14,4,695.566612238079,237.331701839028,66.4500498245757,3,521.674959178559,177.998776379271,49.8375373684318,1,173.89165305952,59.3329254597571,16.6125124561439,3,0,0,0,0,1,11.9622915215129,11.9622915215129,1.06568948435917,0,0,0,0
"100","can baró","2015-16",363.5,54.5,50,184,45,30,9247,39.3100465015681,5.8938033956959,5.40715907862009,19.8983454093219,4.86644317075808,3.24429544717206,29,9247,2,61.294828962988,1.88945266255561,3,96.441955261768,2.97288551472179,3,90.4421978921037,2.78793912154978,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,221.683168772865,159.130429163119,8.37530808582909,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","can baró","2017-18",492,50.5,103.5,234,71.5,32.5,9247,53.2064453336217,5.46123066940629,11.1928192927436,25.305504487942,7.73223748242673,3.51465340110306,53,9247,3,54.9012455628797,2.89070553251751,8,152.994951070371,8.05561598779818,10,192.512962121036,10.1363508055066,NA,NA,NA,6,0,0,0,0,0,0,0,0,4,439.891914580676,240.423171353819,23.1615508564681,2,0,0,0,0,0,0,0,0,2,30.394936956096,30.394936956096,1.60037921760584
"102","can baró","2019-20",477.756446991404,58.012893982808,104.146131805158,215.126074498567,70.2378223495702,30.2335243553009,9247,51.666102194377,6.27369892752331,11.2626940418685,23.2644181354566,7.59574157559967,3.26954951392893,32,9247,5,149.357278880376,5.04816241846545,20,619.779764209738,20.9480845986412,6,238.376927753332,8.0569588381255,NA,NA,NA,1,1,23.6938241133576,4.73876482267153,0.800833232470585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","el guinardó","2015-16",1622,249.5,157.5,928,170,117,37216,43.5834049871023,6.70410576096303,4.23205073086844,24.9355116079106,4.56792777300086,3.14380911435942,149,37216,5,29.8658739130897,5.06803814599349,25,156.016336273571,26.4749240532373,21,142.121573171872,24.117076108326,NA,NA,NA,19,1,130.334100068906,90.0688859202563,21.1159893172375,7,912.33870048234,630.482201441794,147.811925220663,11,1433.67510075796,990.757745122819,232.275882489613,6,0,0,0,0,2,12.4990745070904,12.4990745070904,2.12100896748866,4,37.3042673369225,37.3042673369225,6.04320957655085
"104","el guinardó","2017-18",1753,205.5,197,1031.5,195,124,37216,47.10339638865,5.52181857265692,5.29342218400688,27.716573516767,5.23968185726569,3.33190025795357,204,37216,31,148.705025449337,31.710657424258,46,220.602755259543,47.0425150578796,34,146.406181673432,31.2204396442648,NA,NA,NA,36,6,1106.5246779011,495.639140407393,219.700794622191,3,553.262338950548,247.819570203696,109.850397311096,12,2213.04935580219,991.278280814786,439.401589244383,14,0,0,0,0,2,9.30043233951998,9.30043233951998,1.97704265686718,6,28.7019241942129,23.6268012950821,6.11259051751603
"105","el guinardó","2019-20",1866.86819484241,269.707736389685,178.621776504298,1060.111747851,216.332378223496,142.094555873925,37216,50.1630533867801,7.24709093910374,4.79959631621609,28.4853758558416,5.81288634521431,3.81810393040427,120,37216,9,71.2636038451352,9.27469696335777,52,434.118682822359,56.4989561580286,18,159.638061792348,20.7763089017969,NA,NA,NA,21,2,331.841317844244,122.364120213201,43.9990724432329,6,995.523953532733,367.092360639604,131.997217329699,6,995.523953532733,367.092360639604,131.997217329699,1,0,0,0,0,1,9.64675931890823,4.82337965945411,1.25549038406411,0,0,0,0
"106","la font d'en fargues","2015-16",425,53,50,226,57.5,38.5,9506,44.7086050915211,5.57542604670734,5.25983589312013,23.774458236903,6.04881127708815,4.0500736377025,37,9506,4,104.803371791633,4.89957580353818,8,236.96285999958,11.0780547929263,7,176.723631594061,8.26186041984559,NA,NA,NA,6,3,431.462258221765,158.780929896768,18.4289770642068,0,0,0,0,3,431.462258221765,158.780929896768,18.4289770642068,4,2,44.4371774230264,22.2185887115132,1.69034390063639,0,0,0,0,2,50.9179686651106,25.4589843325553,2.38042386396587
"107","la font d'en fargues","2017-18",467,64,63.5,245,52.5,42,9506,49.1268672417421,6.73258994319377,6.67999158426257,25.7731958762887,5.52282768777614,4.41826215022091,44,9506,4,97.0407261055115,4.50173725993412,8,191.653608954668,8.89084642147036,10,232.841887078151,10.8015782733674,NA,NA,NA,13,1,269.374998476636,132.381240666308,12.3208395652919,1,269.374998476636,132.381240666308,12.3208395652919,9,2424.37498628972,1191.43116599677,110.887556087627,6,0,0,0,0,0,0,0,0,6,139.468150446448,97.3432040723685,6.4699533343992
"108","la font d'en fargues","2019-20",458.719197707736,54.1919770773639,82.3567335243553,191.126074498567,92.7650429799427,38.2793696275072,9506,48.2557540193285,5.70081812301324,8.66365806063069,20.1058357351743,9.75857805385469,4.0268640466555,41,9506,3,63.8153898769411,2.86825043229469,10,233.671676025384,10.5026215003508,10,212.279232453831,9.54111541787968,NA,NA,NA,8,0,0,0,0,1,158.253565624036,114.641909436253,7.11287447884624,4,633.014262496144,458.567637745011,28.451497915385,6,0,0,0,0,0,0,0,0,4,96.9999888048905,88.0911633444102,4.35976745356748
"109","el carmel","2015-16",1038.5,232.5,99,469.5,117.5,120,32175,32.2766122766123,7.22610722610723,3.07692307692308,14.5920745920746,3.65190365190365,3.72960372960373,92,32175,19,262.797001697815,28.016977993057,12,156.637107419546,16.6991950559457,17,188.354606589731,20.0806205307603,NA,NA,NA,20,10,2877.25070003728,705.135982867431,310.199591538723,1,287.725070003728,70.5135982867431,31.0199591538723,7,2014.07549002609,493.595188007202,217.139714077106,13,8,130.550966407176,26.5356321490506,13.9181327380897,1,17.8799312559404,2.97998854265674,1.90619237388057,2,16.8869357289421,16.8869357289421,2.14571021406643
"110","el carmel","2017-18",1252,233,123.5,656.5,123,116,32175,38.9121989121989,7.24164724164724,3.83838383838384,20.4040404040404,3.82284382284382,3.60528360528361,104,32175,17,183.081490829108,19.5652306962519,19,180.398952809468,19.2785579421245,12,112.660372851661,12.039590540728,NA,NA,NA,27,8,1968.8126394075,961.655008095791,235.217501948155,8,1968.8126394075,961.655008095791,235.217501948155,5,1230.50789962968,601.034380059869,147.010938717597,5,1,8.21696415619896,8.21696415619896,0.878116070667833,2,22.9245695948956,22.9245695948956,2.44986257597758,2,13.9001628147959,13.9001628147959,1.74365155762783
"111","el carmel","2019-20",1346.04727793696,279.624641833811,148.34670487106,641.134670487106,146.094555873925,130.84670487106,32175,41.835191233472,8.6907425589374,4.61062019801275,19.9264854852247,4.54062333718494,4.0667196541122,98,32175,3,30.2436467038946,3.1556865892228,26,271.887737291627,28.3693462876893,22,218.31607144844,22.7795644363525,NA,NA,NA,11,1,112.070587352614,65.565771778427,11.8162434508271,4,448.282349410454,262.263087113708,47.2649738033082,2,224.141174705227,131.131543556854,23.6324869016541,4,0,0,0,0,4,46.3955185456048,34.3348173125429,4.84100733975142,0,0,0,0
"112","la teixonera","2015-16",375,69.5,47.5,169.5,61,27.5,11789,31.809313767071,5.89532615149716,4.02917974382899,14.3778098227161,5.17431503944355,2.33268300958521,28,11789,1,39.9063200240168,1.22705263981516,16,598.191490404779,18.393388490204,4,166.350915620296,5.11501261015065,NA,NA,NA,4,1,152.838567090631,47.7041078050863,5.32078202564454,2,305.677134181262,95.4082156101725,10.6415640512891,1,152.838567090631,47.7041078050863,5.32078202564454,2,0,0,0,0,2,86.1455272206879,28.7151757402293,2.64883097516377,0,0,0,0
"113","la teixonera","2017-18",463.5,81.5,64,224,53,41,11789,39.3163118160998,6.91322419204343,5.42878954958012,19.0007634235304,4.49571634574603,3.47781830519976,58,11789,0,0,0,7,112.261843003821,6.41509020516744,3,62.0915321736244,3.54815820952895,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","la teixonera","2019-20",556.901146131805,97.0171919770774,82.1776504297994,252.001432664756,91.10888252149,34.595988538682,11789,47.2390487854615,8.22946746773071,6.97070577909911,21.3759803770257,7.72829608291543,2.93459907869047,36,11789,8,206.867118231236,7.81616929442778,8,201.094102175285,7.59804438787631,8,216.647203885968,8.18569542233539,NA,NA,NA,3,0,0,0,0,0,0,0,0,1,90.0752023308712,45.0376011654356,3.42850384914394,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","sant genís dels agudells","2015-16",251.5,38.5,26.5,117.5,35,34,7394,34.0140654584798,5.20692453340546,3.58398701649986,15.8912631863673,4.73356775764133,4.59832296456586,32,7394,1,23.9367524730554,0.803226046974028,11,356.358952851861,11.9580462439593,3,80.9089011637811,2.71499389568199,NA,NA,NA,2,1,64.1339539719578,46.8534700831371,1.84423308452101,0,0,0,0,1,64.1339539719578,46.8534700831371,1.84423308452101,1,0,0,0,0,0,0,0,0,1,29.5729861943165,29.5729861943165,0.992356537287878
"116","sant genís dels agudells","2017-18",325.5,51,45.5,162,44.5,22.5,7394,44.0221801460644,6.8974844468488,6.15363808493373,21.9096564782256,6.01839329185826,3.043007844198,49,7394,3,57.3969707256306,2.75048962664966,10,193.523770540336,9.27374940962922,8,171.386017988445,8.21289797476208,NA,NA,NA,7,1,155.686863477884,81.451240072964,7.46058716318844,1,155.686863477884,81.451240072964,7.46058716318844,2,311.373726955768,162.902480145928,14.9211743263769,2,1,20.6283743810647,20.6283743810647,0.988521328433589,0,0,0,0,1,19.2624057870165,19.2624057870165,0.923063475854254
"117","sant genís dels agudells","2019-20",359.514326647564,48.2378223495702,61.9398280802292,137.296561604585,58.5085959885387,53.5315186246418,7394,48.6224407151156,6.52391430207874,8.37703923184058,18.5686450641851,7.91298295760599,7.23985915940517,26,7394,3,77.9031194260423,2.07367779554378,8,294.668317427768,7.84368009140261,3,128.916579659697,3.43158849975907,NA,NA,NA,2,0,0,0,0,1,84.0761762467295,61.8558831589208,2.23799638707132,1,84.0761762467295,61.8558831589208,2.23799638707132,2,0,0,0,0,1,39.6355900711122,39.6355900711122,1.05504687937137,1,44.4405861756173,44.4405861756173,1.18294950769995
"118","montbau","2015-16",565,59,68,363.5,52.5,22,5185,108.968177434908,11.3789778206365,13.1147540983607,70.106075216972,10.1253616200579,4.24300867888139,25,5185,4,134.315413976742,3.67997081931551,5,157.378451724468,4.31185143080736,1,44.7862473318968,1.22705263981516,NA,NA,NA,8,1,376.439834570682,235.681196880581,8.41880963707005,2,752.879669141364,471.362393761162,16.8376192741401,5,1882.19917285341,1178.40598440291,42.0940481853502,1,0,0,0,0,1,50.7602467198932,50.7602467198932,1.39072814638243,0,0,0,0
"119","montbau","2017-18",625,67,61.5,429,42,25.5,5185,120.540019286403,12.9218900675024,11.8611378977821,82.7386692381871,8.10028929604629,4.91803278688525,27,5185,1,30.6877365329576,0.8684522262198,4,168.418114174241,4.76617381126426,10,394.576745667426,11.1663840968337,NA,NA,NA,6,0,0,0,0,0,0,0,0,1,279.980947515167,108.808905736349,7.75036618575697,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","montbau","2019-20",652.383954154728,75.3295128939828,122.425501432665,364.638968481375,67.6232091690544,22.3667621776504,5185,125.821399065521,14.5283534993217,23.6114756861456,70.3257412693106,13.0420846999141,4.3137439108294,15,5185,1,57.6483730422983,0.919040834195091,1,78.9377083814111,1.25843928513075,7,526.288822101641,8.39019199617225,NA,NA,NA,10,3,1568.65347795009,977.865852439492,28.541449826259,3,1568.65347795009,977.865852439492,28.541449826259,2,1045.76898530006,651.910568292995,19.027633217506,4,2,60.8728530621088,30.4364265310544,1.27713850850067,1,73.5613567390953,73.5613567390953,1.21318695494302,1,78.9377083814111,78.9377083814111,1.25843928513075
"121","la vall d'hebron","2015-16",533,54.5,128,236.5,79,35,5803,91.8490435981389,9.39169395140445,22.057556436326,40.7547820093055,13.613648113045,6.0313630880579,34,5803,0,0,0,7,164.631651078198,6.45544216619111,4,86.9362595833295,3.40889490088752,NA,NA,NA,6,0,0,0,0,2,433.678519110166,332.392745647075,12.2410615593593,4,867.357038220332,664.785491294151,24.4821231187186,2,0,0,0,0,1,16.7492335234059,16.7492335234059,0.467222970453988,1,20.4844884204689,20.4844884204689,0.803226046974028
"122","la vall d'hebron","2017-18",466.5,48,92.5,237.5,62.5,26,5803,80.3894537308289,8.27158366362226,15.9400310184387,40.9271066689643,10.7702912286748,4.48044115112873,32,5803,4,131.479070426903,4.28156697455802,7,232.409198226978,7.56831900682898,4,120.128891463925,3.91195262266595,NA,NA,NA,13,0,0,0,0,3,1448.13976705035,741.931484127584,40.7279584349015,3,1448.13976705035,741.931484127584,40.7279584349015,2,0,0,0,0,0,0,0,0,2,58.3351238732474,58.3351238732474,1.89966158888617
"123","la vall d'hebron","2019-20",481.325214899713,59.9670487106017,139.021489971347,185.181948424069,73.6504297994269,23.5042979942693,5803,82.9442038427905,10.333801259797,23.9568309445712,31.9114162371306,12.6917852489104,4.05037015238141,22,5803,2,69.2362140644853,1.60166646494117,12,523.459345745018,12.1093750022057,5,281.7173253244,6.51706911855056,NA,NA,NA,9,2,932.802854727729,516.780961130551,19.3802653571,3,1399.20428209159,775.171441695826,29.07039803565,2,932.802854727729,516.780961130551,19.3802653571,2,0,0,0,0,0,0,0,0,2,125.269581437657,89.7707153603419,2.89790668621828
"124","la clota","2015-16",77.5,10.5,25.5,26,9.5,6,686,112.973760932945,15.3061224489796,37.1720116618076,37.9008746355685,13.8483965014577,8.7463556851312,3,686,0,0,0,0,0,0,1,387.690988740728,1.43016892593673,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","la clota","2017-18",71.5,8,29,18.5,12.5,3.5,686,104.227405247813,11.6618075801749,42.2740524781341,26.9679300291545,18.2215743440233,5.10204081632653,3,686,1,319.892316378468,0.893516071996273,1,319.892316378468,0.893516071996273,0,0,0,NA,NA,NA,1,0,0,0,0,1,299.827448955147,299.827448955147,1.12260719275045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","la clota","2019-20",94.3338108882521,6.72922636103152,31.4355300859599,26.0959885386819,22.9355300859599,7.13753581661891,686,137.512843860426,9.80936787322379,45.824387880408,38.0407996190699,33.4337173264721,10.4045711612521,2,686,0,0,0,0,0,0,1,500.58651224471,1.25843928513075,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","horta","2015-16",1342,222,182.5,671,154,112.5,27482,48.8319627392475,8.07801470053126,6.64071028309439,24.4159813696238,5.60366785532348,4.09358853067462,97,27482,7,68.0913771577258,7.34941078935081,17,180.23691350371,19.4537865444415,27,275.02772546239,29.6849882798201,NA,NA,NA,20,1,203.007074576972,96.1436308480728,20.9459015787755,5,1015.03537288486,480.718154240364,104.729507893878,10,2030.07074576972,961.436308480728,209.459015787755,7,0,0,0,0,2,21.2903826281192,8.97238514607413,1.64196854033939,4,43.8328067660377,43.8328067660377,4.90043643193689
"128","horta","2017-18",1349.5,209,156.5,752,135,97,27482,49.1048686412925,7.6049778036533,5.69463648933848,27.3633651117095,4.91230623680955,3.52958299978168,139,27482,15,136.518160253574,19.7328227826054,26,194.429047727283,28.103469424631,33,260.079129912678,37.5927669292388,NA,NA,NA,33,4,1082.09418162726,485.059146627356,150.18061634059,11,2975.75899947496,1333.91265322523,412.996694936624,11,2975.75899947496,1333.91265322523,412.996694936624,14,4,36.5016613008818,19.0257544676201,5.27608057699509,4,31.2559559182457,16.203450603396,4.10123630001597,4,34.1319000738933,28.9541894702583,4.93354682000338
"129","horta","2019-20",1472.62607449857,242.676217765043,266.828080229226,691.528653295129,165.571633237822,106.021489971347,27482,53.5851129647976,8.83036961520424,9.70919439011813,25.1629667889938,6.02473012291035,3.85785204757102,89,27482,13,148.694056327737,14.6533188432772,34,411.521407488688,40.5541051450966,21,242.658935059476,23.9132540560959,NA,NA,NA,30,9,2828.96156634113,959.951059894706,281.784718818243,8,2514.63250341433,853.289831017517,250.475305616216,5,1571.64531463396,533.306144385948,156.547066010135,7,1,13.0009626432088,2.60019252864177,1.28120286436048,1,13.0009626432088,2.60019252864177,1.28120286436048,3,36.6197209002902,23.716884412088,3.7737952708725
"130","vilapicina i la torre llobeta","2015-16",1294,210,74.5,774,106,129.5,25895,49.9710368797065,8.10967368217803,2.87700328248697,29.8899401428847,4.09345433481367,5.00096543734312,110,25895,12,97.8464737009378,11.9842176216855,26,247.537806078505,30.3183837437665,17,150.291652187564,18.4076931790458,NA,NA,NA,13,2,298.246504302863,169.509943799831,32.6394066487609,5,745.616260757159,423.774859499578,81.5985166219022,6,894.73951290859,508.529831399494,97.9182199462826,2,0,0,0,0,1,7.19429751622105,7.19429751622105,0.881156201224637,1,11.1620056313153,11.1620056313153,1.36712034190436
"131","vilapicina i la torre llobeta","2017-18",1408.5,211.5,92,876.5,97,131.5,25895,54.3927399111798,8.16759992276501,3.55280942266847,33.8482332496621,3.74589689129176,5.07820042479243,135,25895,18,145.530500105465,20.7333581287305,36,266.601104152089,37.9819774266871,35,296.14690021158,42.1912914224195,NA,NA,NA,35,4,1162.2529950752,464.59974073301,163.194460625314,8,2324.50599015039,929.199481466019,326.388921250629,14,4067.88548276319,1626.09909256553,571.1806121886,7,0,0,0,0,3,23.7311692258513,14.7767532002633,3.38091898273225,3,21.5875616778255,21.5875616778255,3.03398737677923
