"","Barri","Any","all","violence","property_vh","property_personal","damage","other","TOTAL.x","all_rate","violence_rate","property_vh_rate","property_personal_rate","damage_rate","other_rate","sample.r","TOTAL.y","violence.r","violence.r.w","violence.r.wo","property_personal.r","property_personal.r.w","property_personal.r.wo","property_vh.r","property_vh.r.w","property_vh.r.wo","damage.r","damage.r.w","damage.r.wo","sample.f","violence.f","violence.f.w","violence.f.w2","violence.f.wo","property_personal.f","property_personal.f.w","property_personal.f.w2","property_personal.f.wo","property_vh.f","property_vh.f.w","property_vh.f.w2","property_vh.f.wo","sample.p","violence.p","violence.p.w","violence.p.w2","violence.p.wo","property_personal.p","property_personal.p.w","property_personal.p.w2","property_personal.p.wo","property_vh.p","property_vh.p.w","property_vh.p.w2","property_vh.p.wo"
"37","la marina de port","2015-16",1587.5,258,231.5,763,159,176,31087,51.0663621449481,8.29928909190337,7.44684273168849,24.544021616753,5.11467816128928,5.66153054331393,212,31087,23,110.626232224127,13.2618106291545,51,219.55488482573,26.3201163659414,41,175.410379930435,21.0280978955563,NA,NA,NA,36,8,1352.52365790989,557.267933208533,165.923847524703,7,1183.45820067115,487.609441557466,145.183366584115,21,3550.37460201345,1462.8283246724,435.550099752346,13,3,10.1150937207974,5.77235532183561,1.21259175807046,2,10.2269815732204,7.2335258869438,1.22600481102097,8,34.9665621962802,21.0808166186721,4.19177185082226
"38","la marina de port","2017-18",1629,289,181,769.5,172.5,217,31087,52.4013253128317,9.29649049441889,5.82236947920353,24.7531122334095,5.5489432881912,6.98040981760865,141,31087,11,85.754255807856,12.8866992288822,32,240.891809820413,36.1999561492592,14,103.134572735796,15.4985219850012,NA,NA,NA,16,0,0,0,0,9,1040.27179894669,548.247094317139,151.220348674401,3,346.757266315563,182.749031439046,50.4067828914671,3,0,0,0,0,1,7.00474513094249,7.00474513094249,1.0526363132308,1,7.21799470501371,7.21799470501371,1.08468233935341
"39","la marina de port","2019-20",1714.01575931232,314.899713467049,168.892550143266,825.958452722063,163.84670487106,240.418338108882,31087,55.1360941651597,10.129626965196,5.43289960894478,26.5692557249674,5.27058593209574,7.73372593395575,81,31087,13,148.435194992153,14.8970439732905,30,344.293832825499,34.5535327225146,12,144.327412799316,14.4847845225408,NA,NA,NA,10,1,119.660932095063,80.5713711317469,12.4116073050667,4,478.643728380253,322.285484526988,49.6464292202669,2,239.321864190126,161.142742263494,24.8232146101334,4,1,9.05079210423459,9.05079210423459,1.31070822636573,2,30.8418974062149,30.8418974062149,3.09531106759678,0,0,0,0
"40","la font de la guatlla","2015-16",537,97,75,270.5,55.5,39,10373,51.7690157138726,9.3512002313699,7.23030945724477,26.0773161091295,5.35042899836113,3.75976091776728,64,10373,12,144.381650933,7.70138217673351,21,416.657271219022,22.2246861816371,32,607.558961097304,32.4074681517584,NA,NA,NA,25,3,1635.58805455289,491.404775511861,83.0921300209815,3,1635.58805455289,491.404775511861,83.0921300209815,15,8177.94027276445,2457.02387755931,415.460650104907,4,0,0,0,0,2,26.1467972833112,13.0733986416556,1.39468192304991,2,20.3503249365621,15.9891784839518,1.08549548190097
"41","la font de la guatlla","2017-18",540,83.5,67,298.5,59.5,31.5,10373,52.0582280921623,8.04974452906584,6.459076448472,28.7766316398342,5.73604550274752,3.0367299720428,42,10373,4,92.7009628125696,4.21054525292322,17,398.54856679872,18.1023662007334,13,307.850446090818,13.982791495044,NA,NA,NA,8,2,411.927735508162,98.5606419107888,19.6687134943841,1,205.963867754081,49.2803209553944,9.83435674719205,2,411.927735508162,98.5606419107888,19.6687134943841,2,0,0,0,0,0,0,0,0,1,20.1570792995763,10.0785396497881,0.915549223897809
"42","la font de la guatlla","2019-20",499.279369627507,92.1275071633238,53.8481375358166,249.809455587393,56.554441260745,46.9398280802292,10373,48.1325913069996,8.8814718175382,5.19118264106976,24.0826622565692,5.45208148662344,4.525193105199,40,10373,8,243.967554015028,11.7890028482732,25,695.876962046187,33.6261742703083,11,262.647914563247,12.6916754376625,NA,NA,NA,7,3,605.529290891687,145.393329325419,29.2603931037289,1,201.843096963896,48.4644431084731,9.75346436790962,2,403.686193927791,96.9288862169462,19.5069287358192,1,0,0,0,0,1,51.0360435936176,51.0360435936176,2.46616426400984,0,0,0,0
"43","hostafrancs","2015-16",2210.5,297,73,1612,95,133.5,16155,136.830702568864,18.3844011142061,4.51872485298669,99.7833488084185,5.88053234292789,8.26369545032498,81,16155,7,80.2024244777508,4.98188445462274,23,299.864464062287,18.6264956668499,15,157.970276071467,9.81254204941427,NA,NA,NA,22,2,545.424328770431,320.593895960816,36.1599313864078,7,1908.98515069651,1122.07863586286,126.559759852427,13,3545.2581370078,2083.86032374531,235.039554011651,8,1,17.6241019597848,17.6241019597848,1.0947454537923,2,16.4472447615753,7.2720551457569,0.930469507346307,5,78.6421762326804,54.8626828938306,5.23252002795072
"44","hostafrancs","2017-18",2473,273.5,112.5,1840,101.5,145.5,16155,153.079541937481,16.9297431135871,6.96378830083565,113.896626431445,6.28288455586506,9.00649953574745,82,16155,16,215.933729896198,18.7750696856385,35,449.947685520024,39.1221841747056,13,172.881634554226,15.0317633918656,NA,NA,NA,24,9,2693.26046585007,833.452748344601,229.52532087634,10,2992.5116287223,926.058609271779,255.028134307045,1,299.25116287223,92.6058609271779,25.5028134307045,5,1,12.7789176253706,12.7789176253706,1.1474062873218,3,35.6055296133059,29.3533100810616,2.82468608643051,0,0,0,0
"45","hostafrancs","2019-20",2131.25214899713,286.863896848138,139.91547277937,1451.89828080229,96.7234957020057,155.851002865329,16155,131.925233611707,17.7569728782505,8.66081539952768,89.8729978831502,5.98721731364938,9.64723013712965,60,16155,17,239.946580079208,17.3632685573093,18,263.215780464746,19.0470990802305,11,196.094132906746,14.1899713304877,NA,NA,NA,20,6,2064.0524140363,927.520803211796,133.554999887394,8,2752.06988538173,1236.69440428239,178.073333183192,3,1032.02620701815,463.760401605898,66.7774999436971,6,0,0,0,0,3,76.9642577277576,62.2827932067024,4.35400228605513,2,38.8619199397431,27.1335889991559,2.81216740969454
"46","la bordeta","2015-16",887,189.5,83.5,440,75,99,19443,45.6205318109345,9.74643830684565,4.29460474206655,22.6302525330453,3.85742940904181,5.0918068199352,86,19443,18,185.294528233432,12.9284757225294,31,424.318075908411,29.605763296482,23,252.695145534769,17.6311901133509,NA,NA,NA,23,3,741.119125768863,331.510379476944,55.667087406602,6,1482.23825153773,663.020758953888,111.334174813204,13,3211.51621166507,1436.54497773342,241.224045428609,8,1,11.8121628215514,2.95304070538785,0.824164975215056,1,16.5635542858193,16.5635542858193,1.15568177595207,5,47.4616107665886,14.8716832671307,3.35989316312762
"47","la bordeta","2017-18",997,194,79.5,534.5,80.5,108.5,19443,51.2780949441959,9.97788407138816,4.08887517358432,27.490613588438,4.14030756570488,5.58041454508049,91,19443,11,141.936008812366,13.9787165550901,29,319.796261254548,31.4954698871694,36,408.652882954395,40.2466073834129,NA,NA,NA,27,6,1914.66536266465,966.410337532112,190.382113273601,5,1595.55446888721,805.341947943426,158.651761061334,6,1914.66536266465,966.410337532112,190.382113273601,8,2,21.5561112863566,21.5561112863566,2.30031338035026,3,38.1530966216705,38.1530966216705,3.75754769938857,2,26.528351891413,26.528351891413,2.61267253367663
"48","la bordeta","2019-20",1040.36389684814,202.786532951289,78.852435530086,581.896848137536,85.6733524355301,91.1547277936963,19443,53.5084038907647,10.4297964795191,4.05556938384436,29.9283468671263,4.40638545674691,4.68830570352807,56,19443,11,175.338244858051,11.8795644719368,13,218.999541946882,14.8377165517359,5,81.1992344758739,5.50143262702888,NA,NA,NA,20,6,1788.52355452142,665.080321456389,119.991914311441,10,2980.87259086903,1108.46720242732,199.986523852402,4,1192.34903634761,443.386880970926,79.9946095409608,1,0,0,0,0,0,0,0,0,1,14.1279740738447,7.06398703692236,0.957202343413238
"49","sants-badal","2015-16",1312,214,76.5,803.5,96,122,24474,53.6079104355643,8.74397319604478,3.12576611914685,32.8307591729999,3.92253003187056,4.98488191550217,75,24474,9,99.4952298206799,8.70706865549736,25,291.588642698926,25.5176286915329,16,205.619500998135,17.9942607834225,NA,NA,NA,15,2,355.706389489814,224.194250932855,34.063968452017,6,1067.11916846944,672.582752798566,102.191905356051,7,1244.97236321435,784.679878264994,119.223889582059,2,0,0,0,0,1,19.9170482061574,9.95852410307869,1.74924798990713,1,11.717665004171,5.85883250208551,1.02544125841327
"50","sants-badal","2017-18",1397.5,213,92,889.5,101,102,24474,57.101413745199,8.7031135082128,3.75909128054262,36.3446923265506,4.12682847103048,4.16768815886247,123,24474,27,234.04812698444,30.8656559117501,45,387.439613878365,51.0945247143377,17,156.871662671892,20.6878252978143,NA,NA,NA,27,7,1553.57025297858,495.617338342287,202.554637860277,9,1997.44746811532,637.222292154369,260.427391534642,6,1331.63164541022,424.814861436246,173.618261023095,4,2,12.6510726052135,8.20491806861369,1.66839042456019,1,5.92820604879974,1.48205151219994,0.781796335795386,1,10.6548049933287,10.6548049933287,1.40512786394887
"51","sants-badal","2019-20",1433.96561604585,225.992836676218,106.838108882521,874.316618911175,114.406876790831,112.4111747851,24474,58.5913874334332,9.23399675885502,4.36537177749945,35.7243041150272,4.67462927150572,4.5930855105459,70,24474,12,184.158093483455,15.1657442698815,32,460.044448574846,37.8854728993575,14,162.120737034752,13.3509290425764,NA,NA,NA,14,1,170.895963775904,95.2911963153879,14.4809377468608,7,1196.27174643133,667.038374207715,101.366564228026,6,1025.37578265543,571.747177892327,86.8856264811649,8,1,16.9985294889622,1.69985294889622,1.39985892727979,3,38.1381995071163,22.8395229670503,3.37671239216233,4,44.403789514835,40.1462056122181,3.65673049529119
"52","sants","2015-16",5952.5,651,147,4609,244,301.5,42310,140.687780666509,15.3864334672654,3.47435594422122,108.934058142283,5.76695816591822,7.12597494682108,182,42310,34,176.215649842498,38.4611334223039,25,143.378284592838,31.2939931187442,47,252.678455108526,55.1500379424692,NA,NA,NA,74,18,7478.44003992464,2963.51328154053,1493.09466860085,18,7478.44003992464,2963.51328154053,1493.09466860085,33,13710.4734065285,5433.10768282431,2737.34022576822,14,4,17.7113362795138,10.9364611684315,3.8637297066371,5,46.5197010307048,30.917733174438,7.74444063827912,5,24.5571136268372,24.5571136268372,5.35987822030933
"53","sants","2017-18",6727,594.5,241.5,5372,244,275,42310,158.993145828409,14.051051760813,5.70787047979201,126.967619948003,5.76695816591822,6.49964547388324,195,42310,29,152.500848304115,32.2338894771905,57,281.689385512905,59.5402885983532,34,183.419695762294,38.7691627088619,NA,NA,NA,75,7,2491.79496980191,1077.39675907686,538.783742326069,37,13170.916268953,5694.81144083485,2847.85692372351,25,8899.26774929255,3847.84556813165,1924.22765116453,20,3,14.0974350400159,9.05931665650007,3.04549872113995,10,48.5186704660451,35.1256243136715,10.7495357911732,7,38.0856391027372,29.9546093674504,8.07476059194424
"54","sants","2019-20",5799.19770773639,626.240687679083,265.822349570201,4372.90687679083,248.565902578797,285.661891117478,42310,137.064469575429,14.8012452772178,6.28273102269441,103.353979597987,5.87487361330174,6.75164006422781,118,42310,20,146.186734200708,20.630354456725,59,483.939374106429,68.2951218383052,16,124.109516487234,17.5147446215541,NA,NA,NA,54,6,2333.47880704018,1134.37648242471,338.238285380902,37,14389.7859767478,6995.32164161904,2085.80275984889,5,1944.56567253348,945.313735353924,281.865237817418,7,2,17.1422037879455,17.1422037879455,2.49815545292631,3,17.7008270682448,10.70046219824,2.76335675933809,2,16.3056958403936,16.3056958403936,2.08579019651838
"55","les corts","2015-16",3749.5,380.5,213,2700,239,217,46599,80.463100066525,8.16541127492006,4.57091353891714,57.9411575355694,5.1288654262967,4.65675229082169,290,46599,36,104.163915327286,18.4229713351015,47,129.828800031488,22.962196207156,75,247.960231715838,43.8555350650244,NA,NA,NA,66,7,1678.86968310489,854.492379635594,320.557529483009,16,3837.41641852546,1953.12543916707,732.702924532592,40,9593.54104631364,4882.81359791768,1831.75731133148,23,2,5.57229146178628,3.37719182121517,0.985544423409632,8,36.0940694888153,28.9509871184442,7.38625850537898,13,40.0658809149451,26.1854414101074,7.84136579706923
"56","les corts","2017-18",4105,320.5,289,3091,229.5,175,46599,88.0920191420417,6.87782999635185,6.20184982510354,66.3318955342389,4.9249983905234,3.75544539582394,370,46599,34,97.196674373507,22.5792395659015,74,198.691342120972,46.156922984628,68,179.901600234407,41.7919785441644,NA,NA,NA,72,8,1971.65642757865,926.863240071837,458.492314077711,20,4929.14106894664,2317.15810017959,1146.23078519428,21,5175.59812239397,2433.01600518857,1203.54232445399,17,1,4.90901431947153,4.90901431947153,1.14038686062289,5,20.42062919148,10.9169164846199,4.68116846848334,8,25.9409518172649,20.0750640677849,6.03928716305296
"57","les corts","2019-20",4034.78366762178,367.991404011461,319.987106017192,2858.17335243553,285.593123209169,203.038681948424,46599,86.5851985583763,7.89698070798647,6.86682345151595,61.3355083249754,6.12873931219917,4.35714676169927,287,46599,30,98.1252426629235,16.4334331725505,97,339.783897304351,56.9049901730297,63,224.828752118813,37.6529848278121,NA,NA,NA,78,10,3438.02185799573,1453.8813141724,559.896604942885,29,9970.2633881876,4216.25581109995,1623.70015433437,24,8251.25245918974,3489.31515401375,1343.75185186292,22,2,6.67557668079721,6.67557668079721,1.11798595646754,8,39.4320812930527,39.4320812930527,6.13919832699144,11,40.3823931865501,40.3823931865501,6.81083366220332
"58","la maternitat i sant ramon","2015-16",2479,272.5,265.5,1546.5,173,221.5,23992,103.326108702901,11.3579526508836,11.0661887295765,64.4589863287762,7.2107369123041,9.23224408136045,182,23992,16,70.6189909040845,8.25947929781216,32,170.570592087595,19.9496517314519,35,210.403962309851,24.6084962221593,NA,NA,NA,25,4,631.342311217936,276.715315715286,71.9283902987376,4,631.342311217936,276.715315715286,71.9283902987376,13,2051.86251145829,899.32477607468,233.767268470897,6,2,7.47039896908935,7.47039896908935,0.873725393717316,0,0,0,0,3,21.621309966866,12.863313523237,2.52879232309422
"59","la maternitat i sant ramon","2017-18",2592,252,409.5,1581.5,197.5,151.5,23992,108.036012004001,10.5035011670557,17.0681893964655,65.9178059353118,8.23191063687896,6.31460486828943,188,23992,26,120.549649023165,14.4775199783232,53,305.593333800415,36.7005099657132,43,218.626205948567,26.2561134773371,NA,NA,NA,40,5,1314.57430456009,608.133111953469,160.83482739891,13,3417.89319185622,1581.14609107902,418.170551237166,14,3680.80805276824,1702.77271346971,450.337516716948,14,1,8.39016944153203,2.09754236038301,1.08468233935341,5,23.8164629949853,19.1437487485656,3.05287361507805,7,57.0762655106517,47.3242973970943,6.92492347687621
"60","la maternitat i sant ramon","2019-20",2352.41690544413,276.795128939828,410.101719197708,1299.11604584527,165.163323782235,201.240687679083,23992,98.0500544116424,11.5369760311699,17.0932693897011,54.1478845383991,6.88409985754564,8.38782459482674,150,23992,28,158.720134850444,14.0020457697368,64,408.799398711892,36.0636531514941,39,266.848127719558,23.5409307169408,NA,NA,NA,34,4,1373.17199310764,759.258380138317,116.105529211803,12,4119.51597932293,2277.77514041495,348.316587635409,10,3432.92998276911,1898.14595034579,290.263823029507,12,0,0,0,0,4,57.8773151801014,44.3794582351831,4.86016675459025,6,80.8278006547926,58.7426712356358,6.57236752737761
"61","pedralbes","2015-16",958,114,108.5,592.5,78,65,12000,79.8333333333333,9.5,9.04166666666667,49.375,6.5,5.41666666666667,86,12000,10,210.708312550195,12.1545698302035,16,212.338599016819,12.2486118281768,31,412.707413891673,23.8067545645312,NA,NA,NA,18,3,1518.25070519338,408.411773499583,85.9044671550895,2,1012.16713679559,272.274515666389,57.2696447700597,13,6579.08638917133,1769.78435183153,372.252691005388,6,3,147.11042778781,78.3567615141078,8.48596785602415,0,0,0,0,3,37.5572471469156,33.7648604390969,2.00335274910444
"62","pedralbes","2017-18",979,88,126,638.5,81,45.5,12000,81.5833333333333,7.33333333333333,10.5,53.2083333333333,6.75,3.79166666666667,89,12000,3,26.492363193361,1.51723183409097,16,160.867644244154,9.212976175097,30,364.825030991396,20.8937249898523,NA,NA,NA,6,0,0,0,0,1,106.149050486434,52.0885084419061,5.93607653141948,3,318.447151459301,156.265525325718,17.8082295942584,4,0,0,0,0,1,17.0236694959219,17.0236694959219,0.834620412538317,2,17.4055163492721,17.4055163492721,0.996823246803604
"63","pedralbes","2019-20",951.489971346705,110.131805157593,124.792263610315,587.815186246418,76.1275071633238,52.6232091690544,12000,79.2908309455587,9.17765042979943,10.3993553008596,48.9845988538682,6.34395893027698,4.38526743075454,61,12000,11,149.363407917079,5.16260764001696,27,394.091416946167,13.621404253985,23,343.596470655871,11.8760932763106,NA,NA,NA,12,2,597.675589070204,211.956031742931,21.5349592722807,4,1195.35117814041,423.912063485861,43.0699185445615,6,1793.02676721061,635.868095228792,64.6048778168422,5,0,0,0,0,0,0,0,0,5,76.4300576917157,26.1973328589023,2.64173404496263
"64","vallvidrera, el tibidabo i les planes","2015-16",298,22,47,161.5,42.5,25,4727,63.0420985826105,4.65411466046118,9.94288132007616,34.1654326211128,8.99090332134546,5.28876665961498,18,4727,2,100.546944644019,1.79792090504314,7,369.366418161129,6.60479149499749,4,201.093889288038,3.59584181008629,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,50.4905971213903,16.8301990404634,0.90284294957001,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","vallvidrera, el tibidabo i les planes","2017-18",349.5,37,52,194,48,18.5,4727,73.9369579014174,7.82737465623017,11.0006346519992,41.0408292786122,10.1544319864608,3.91368732811508,31,4727,8,291.232180798742,9.01793892064552,15,554.675932644976,17.1754153940878,7,219.47659253551,6.79604328260823,NA,NA,NA,5,2,360.970585657542,133.641775762379,11.1773729286424,1,180.485292828771,66.8208878811895,5.58868646432122,2,360.970585657542,133.641775762379,11.1773729286424,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","vallvidrera, el tibidabo i les planes","2019-20",394.449856733524,23.0042979942693,136.338108882521,144.750716332378,67.9441260744986,22.4126074498567,4727,83.4461300472867,4.86657457039758,28.8424177877135,30.6221104997627,14.3736251479794,4.74140204143362,10,4727,4,350.714449404268,3.58606494428483,2,195.165017525631,1.99556770155385,1,146.775552337609,1.50078408177937,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,146.775552337609,146.775552337609,1.50078408177937,1,0,0,0,0,0,0,0,0,1,146.775552337609,146.775552337609,1.50078408177937
"67","sarrià","2015-16",1165,122,109,711.5,132.5,90,25137,46.3460237896328,4.85340334964395,4.33623741894419,28.3048892071448,5.27111429367068,3.58037952022914,83,25137,5,46.7588213472458,3.95660664595917,13,134.445577507107,11.376425884092,16,171.624499051929,14.5224069810363,NA,NA,NA,13,1,119.665665836349,43.6759806173773,11.0472317324805,4,478.662663345395,174.703922469509,44.1889269299222,8,957.325326690789,349.407844939019,88.3778538598444,4,1,7.89357292109826,7.89357292109826,0.941662179141985,1,9.12376007729189,9.12376007729189,0.772028223078304,2,21.1559014867298,10.5779507433649,1.79015591094627
"68","sarrià","2017-18",1194.5,127.5,145,755.5,110.5,56,25137,47.5195926323746,5.07220432032462,5.76838922703584,30.0552969725902,4.39591041094801,2.22779170147591,119,25137,19,137.8738359383,15.5070014062476,24,182.31350983385,20.5052382428571,26,192.655365067358,21.6684115350037,NA,NA,NA,18,6,760.280475293388,367.372108214259,86.4505533178109,3,380.140237646694,183.68605410713,43.2252766589055,4,506.853650195592,244.914738809506,57.6337022118739,5,1,5.10215235121562,1.70071745040521,0.573851326807187,1,9.22672974183133,9.22672974183133,0.994493287888339,3,17.4956294965728,17.4956294965728,1.9677754619662
"69","sarrià","2019-20",1291.38395415473,156.621776504298,135.888252148997,782.358166189112,136.727793696275,79.7879656160458,25137,51.3738295800902,6.23072667797661,5.40590572260004,31.1237683967503,5.43930435995843,3.17412442280486,67,25137,8,109.506786064575,7.4782820217345,18,272.87330264601,18.6346763221197,15,226.916655002206,15.4962701629692,NA,NA,NA,26,10,3153.44016240316,1615.20990349092,237.44147038375,7,2207.40811368221,1130.64693244364,166.209029268625,7,2207.40811368221,1130.64693244364,166.209029268625,11,3,41.6911163997119,15.632891342906,3.03303012331518,2,12.4621040834064,12.4621040834064,0.99391290249732,6,90.2301647312151,74.008843344682,6.16187035504524
"70","les tres torres","2015-16",750,75.5,51.5,509,70,44,16671,44.9883030412093,4.5288225061484,3.0891968088297,30.5320616639674,4.1989082838462,2.63931377841761,75,16671,8,108.032374498579,8.5471953601721,16,224.561664168887,17.7666409996577,32,426.197285453804,33.7194426916591,NA,NA,NA,16,0,0,0,0,4,970.816941198205,500.59820690652,74.7046012457617,10,2427.04235299551,1251.4955172663,186.761503114404,6,0,0,0,0,2,26.4585722597621,26.4585722597621,1.73733022198289,4,58.4908011684767,44.6601343083032,4.62761562615221
"71","les tres torres","2017-18",777.5,76,82,509,73.5,37,16671,46.6378741527203,4.55881470817587,4.91872113250555,30.5320616639674,4.40885369803851,2.21942295003299,71,16671,6,75.095093440207,5.11478980087864,12,164.154124466634,11.1806751031294,27,385.846813882404,26.280350125919,NA,NA,NA,11,1,160.525978003171,81.5210825918784,12.110915055283,0,0,0,0,6,963.155868019024,489.12649555127,72.6654903316979,4,0,0,0,0,0,0,0,0,4,51.0027926788596,51.0027926788596,3.47384298839538
"72","les tres torres","2019-20",829.256446991404,105.723495702006,90.6733524355301,501.787965616046,81.3338108882521,49.7378223495702,16671,49.742453781501,6.34176088429043,5.43898700950933,30.0994520794221,4.87876017564946,2.98349363262973,60,16671,21,364.778221396554,22.408725495654,26,394.212035410284,24.2168769143396,23,362.610294189494,22.275547353901,NA,NA,NA,13,0,0,0,0,5,1124.05065592601,643.180085670884,63.4342359778077,8,1798.48104948162,1029.08813707341,101.494777564492,6,0,0,0,0,3,65.5533687826908,42.9378664572035,3.34999129479981,3,43.7584703408443,43.7584703408443,2.68813073933959
"73","sant gervasi-la bonanova","2015-16",1361.5,136.5,178,840.5,137.5,69,26108,52.1487666615597,5.22828251876819,6.81783361421786,32.1931974873602,5.26658495480313,2.6428680864103,107,26108,11,81.1373272874165,8.98219966900623,16,146.086911478359,16.1723568152406,26,194.450694353867,21.5264049341469,NA,NA,NA,28,0,0,0,0,3,633.981705888683,257.400849806684,71.6372523554477,25,5283.18088240569,2145.00708172237,596.977102962064,6,0,0,0,0,0,0,0,0,6,40.9717013102019,40.9717013102019,4.6758474347659
"74","sant gervasi-la bonanova","2017-18",1595,132.5,263.5,1009.5,144,45.5,26108,61.0923854757163,5.07507277462847,10.0926918952045,38.6663091772637,5.51555078903018,1.7427608395894,118,26108,8,62.7324928055524,7.10051492714192,29,228.623126356817,25.8772104978865,30,255.264000216406,28.8926162956197,NA,NA,NA,30,8,1928.52054488831,1266.73345470739,228.112950060837,10,2410.65068111039,1583.41681838424,285.141187576047,10,2410.65068111039,1583.41681838424,285.141187576047,16,1,9.22787121706229,9.22787121706229,1.04447686345878,8,62.6073555427019,62.6073555427019,7.42734565635245,6,46.7267116425896,43.1699513572119,5.35184022397349
"75","sant gervasi-la bonanova","2019-20",1587.39541547278,149.709169054441,258.767908309456,951.058739255014,157.777936962751,70.0816618911175,26108,60.8011113632902,5.73422587155053,9.91144125591602,36.4278665257781,6.04327933823926,2.68429837180625,72,26108,19,268.060985617354,19.494567438487,23,305.558222719201,22.2215305426307,6,79.7137301035046,5.79713114050239,NA,NA,NA,14,4,654.196055741141,319.024741853667,52.1920348596972,3,490.647041805856,239.26855639025,39.1440261447729,3,490.647041805856,239.26855639025,39.1440261447729,3,0,0,0,0,1,14.591412505442,7.29570625272102,1.03494745407629,1,16.1023348241939,8.05116741209694,1.17103222397099
"76","sant gervasi-galvany","2015-16",4449,550,340,2856.5,312,390.5,47928,92.8267401101652,11.4755466533133,7.0939742947755,59.5998163912535,6.50976464697046,8.14763812385245,192,47928,20,94.7829321017555,18.2755504707191,28,153.475841930314,29.5924111339198,48,230.399063077911,44.4243453153182,NA,NA,NA,58,8,2292.16705912419,898.620665099907,447.968279529426,11,3151.72970629576,1235.60341451237,615.956384352961,39,11174.3144132304,4380.77574236205,2183.84536270595,14,3,17.1573325400263,10.1116529968956,3.48266516733382,4,23.3637465101566,23.3637465101566,4.43852887229497,7,33.0199962011465,25.1184914216181,5.75135568812357
"77","sant gervasi-galvany","2017-18",4733,517.5,431.5,3190.5,290,303.5,47928,98.7522951093307,10.7974461692539,9.00308796528126,66.5686029043565,6.05074278083792,6.33241528960107,265,47928,38,135.829361086833,34.3328685497606,65,240.69402200008,60.8389537572741,84,320.124309401488,80.9161270164408,NA,NA,NA,90,17,6008.92674514752,2955.99593593821,1481.67729415804,29,10250.5220946634,5042.58130248284,2527.56714885784,30,10603.9883737897,5216.46341636155,2614.72463674949,36,4,17.2503116371467,14.2126113729758,4.57733543084466,12,46.6766592400195,30.4584794068354,11.3440306036185,19,69.7726465811505,57.8893142912572,17.460382559497
"78","sant gervasi-galvany","2019-20",4311.26934097421,534.687679083095,426.637535816619,2793.0558739255,281.409742120344,275.478510028653,47928,89.9530408315434,11.1560607386725,8.90163444785134,58.2760781573506,5.87151022617977,5.74775726148918,175,47928,28,147.066798799198,25.997539651366,70,372.85488220718,65.9109307031398,56,291.769427038441,51.5771561659202,NA,NA,NA,68,7,2910.18055468704,1257.3683892539,491.986862230432,24,9977.76190178413,4310.97733458479,1686.81209907577,16,6651.84126785608,2873.98488972319,1124.54139938385,16,2,15.3752254143621,1.70835837937357,2.18789230941084,7,44.8067100213206,42.4392584072185,7.32800962933039,5,28.3298689197668,24.2969250421905,5.0079752641196
"79","el putxet i el farró","2015-16",1153,131.5,132,708,120.5,61,29875,38.5941422594142,4.40167364016736,4.418410041841,23.6987447698745,4.03347280334728,2.0418410041841,119,29875,10,73.1131551408219,8.79902019023676,30,227.132661710904,27.3349559652718,29,236.939043712242,28.5151341843182,NA,NA,NA,9,0,0,0,0,0,0,0,0,9,575.673873462431,320.464345819431,69.2811851141073,3,0,0,0,0,0,0,0,0,3,21.9038722342529,17.0530175229732,2.63608667499493
"80","el putxet i el farró","2017-18",1265,132.5,163.5,801,112,56,29875,42.3430962343096,4.43514644351464,5.47280334728034,26.8117154811715,3.7489539748954,1.8744769874477,147,29875,19,127.164042500606,17.2689298989216,33,224.56049623059,30.4954088531326,15,101.081932844578,13.7269685519175,NA,NA,NA,19,2,262.029511548677,151.184299939114,37.7149204028011,5,655.073778871692,377.960749847785,94.2873010070027,7,917.103290420368,529.145049786899,132.002221409804,10,1,4.48930638920659,4.48930638920659,0.609649676162348,2,14.6599323012783,14.6599323012783,1.99082490816934,6,39.4840709126585,39.4840709126585,5.72983037598004
"81","el putxet i el farró","2019-20",1238.25214899713,138.663323782235,137.613180515759,754.395415472779,132.590257879656,74.9899713467049,29875,41.4477706777284,4.64145016844301,4.6062989293978,25.2517293882102,4.43816762777092,2.51012456390644,112,29875,14,118.907701013147,14.0178580573023,39,354.736584390035,41.8193863420329,20,184.5556430017,21.7569996327314,NA,NA,NA,22,5,959.552659450075,290.299306908181,106.63584655623,3,575.731595670045,174.179584144909,63.9815079337379,9,1727.19478701013,522.538752434727,191.944523801214,6,1,8.90871494881613,8.90871494881613,0.694725621473785,2,16.8094631576231,16.8094631576231,1.72808304342594,2,16.6942196168339,8.34710980841695,1.96805756878888
"82","vallcarca i els penitents","2015-16",890,98.5,101.5,509,90,91,15902,55.9678027921016,6.19418941013709,6.38284492516665,32.008552383348,5.65966545088668,5.7225506225632,87,15902,12,169.995640289945,12.3688790519921,12,123.551691700563,8.98961837319345,16,153.143086264496,11.1426875914204,NA,NA,NA,8,2,188.834019952377,66.7324139181086,11.6482652387406,1,94.4170099761883,33.3662069590543,5.82413261937029,5,472.085049880941,166.831034795271,29.1206630968515,3,0,0,0,0,0,0,0,0,3,28.2686219850506,28.2686219850506,2.05682431445423
